2024-08-20 12:02:54,587 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2024-08-20 12:03:49,011 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/cn/org/thinkcloud/quickstart/think-cloud-quickstart-archetype/2.0.0.RELEASE/think-cloud-quickstart-archetype-2.0.0.RELEASE.pom
2024-08-20 12:03:49,046 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/cn/org/thinkcloud/quickstart/think-cloud-quickstart-archetype/2.0.0.RELEASE/think-cloud-quickstart-archetype-2.0.0.RELEASE.pom
2024-08-20 12:03:49,097 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/cn/org/thinkcloud/quickstart/think-cloud-quickstart-archetype/2.0.0.RELEASE/think-cloud-quickstart-archetype-2.0.0.RELEASE.jar
2024-08-20 12:03:49,125 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/cn/org/thinkcloud/quickstart/think-cloud-quickstart-archetype/2.0.0.RELEASE/think-cloud-quickstart-archetype-2.0.0.RELEASE.jar
2024-08-20 12:04:51,912 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313 [299])
2024-08-20 12:04:51,914 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313
2024-08-20 12:04:51,914 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\aopalliance-1.0.jar
2024-08-20 12:04:51,914 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\guice-5.1.0.jar
2024-08-20 12:04:51,915 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\httpclient-4.5.14.jar
2024-08-20 12:04:51,915 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\httpcore-4.4.16.jar
2024-08-20 12:04:51,915 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\jansi-2.4.1.jar
2024-08-20 12:04:51,915 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\jcl-over-slf4j-1.7.36.jar
2024-08-20 12:04:51,915 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-artifact-3.9.7.jar
2024-08-20 12:04:51,915 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-builder-support-3.9.7.jar
2024-08-20 12:04:51,915 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-compat-3.9.7.jar
2024-08-20 12:04:51,915 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-core-3.9.7.jar
2024-08-20 12:04:51,915 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-embedder-3.9.7.jar
2024-08-20 12:04:51,915 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-model-3.9.7.jar
2024-08-20 12:04:51,916 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-model-builder-3.9.7.jar
2024-08-20 12:04:51,916 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-plugin-api-3.9.7.jar
2024-08-20 12:04:51,916 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-repository-metadata-3.9.7.jar
2024-08-20 12:04:51,916 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-api-1.9.20.jar
2024-08-20 12:04:51,916 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-connector-basic-1.9.20.jar
2024-08-20 12:04:51,916 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-impl-1.9.20.jar
2024-08-20 12:04:51,916 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-named-locks-1.9.20.jar
2024-08-20 12:04:51,916 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-provider-3.9.7.jar
2024-08-20 12:04:51,916 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-spi-1.9.20.jar
2024-08-20 12:04:51,917 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-transport-file-1.9.20.jar
2024-08-20 12:04:51,917 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-transport-http-1.9.20.jar
2024-08-20 12:04:51,917 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-transport-wagon-1.9.20.jar
2024-08-20 12:04:51,917 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-util-1.9.20.jar
2024-08-20 12:04:51,917 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-settings-3.9.7.jar
2024-08-20 12:04:51,917 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-settings-builder-3.9.7.jar
2024-08-20 12:04:51,917 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-shared-utils-3.4.2.jar
2024-08-20 12:04:51,917 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\org.eclipse.sisu.inject-0.9.0.M2.jar
2024-08-20 12:04:51,918 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\org.eclipse.sisu.plexus-0.9.0.M2.jar
2024-08-20 12:04:51,918 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\plexus-build-api-0.0.7.jar
2024-08-20 12:04:51,918 [Worker-16: Launching mavenrun-33ab2ee3-a093-4ffb-bbd8-44f094035b04] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\RJ\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\plexus-build-api-1.2.0.jar
